Gene	5 prime intergenic length	Motif count	Motif positions(plus strand)	Motif positions(minus strand)
PMAA_031930	1599	5	-719,-1004,-1582	-62,-1375
PMAA_014190	1344	2	-1059,-1227	
PMAA_027050	772	3	-392,-450,-700	
PMAA_027720	944	2	-164	-337
PMAA_076670	1773	7	-524,-739,-1453	-88,-396,-626,-1255
PMAA_062480	633	2	-487	-43
PMAA_057850	518	4	-144,-366	-22,-310
PMAA_032910	1462	2	-1280	-407
PMAA_087260	106	1	-96	
PMAA_059980	2178	10	-100,-715,-1069,-1295,-1606,-1624,-1631,-1638,-1737	-650
PMAA_038540	1989	5	-1195,-1365,-1670,-1710,-1981	
PMAA_029840	441	1		-68
PMAA_089370	916	4	-26	-274,-376,-637
PMAA_101510	151	3	-20,-48,-115	
PMAA_096110	1172	4	-789	-757,-832,-893
PMAA_036070	665	4	-36,-548	-126,-459
PMAA_055720	360	2		-29,-84
PMAA_093190	312	1	-57	
PMAA_083920	586	2	-332,-511	
PMAA_049490	391	3	-259,-338	-100
PMAA_040770	136	2	-78	-78
PMAA_048540	686	5	-344,-683	-14,-217,-637
PMAA_048010	269	1	-208	
PMAA_078930	518	1		-167
PMAA_017710	464	1		-340
PMAA_061680	824	2	-425,-672	
PMAA_051240	1745	6	-757,-1021	-3,-61,-331,-1431
PMAA_100950	509	3	-56,-390	-351
PMAA_018530	2500	6	-199,-1876,-2044	-1262,-1489,-2108
PMAA_011000	741	3	-605	-6,-489
PMAA_081950	434	4	-8,-420	-124,-209
PMAA_065370	654	2	-166,-284	
PMAA_003680	1216	2	-236	-944
PMAA_019910	138	1	-63	
PMAA_077810	1803	4	-21,-90,-1733	-1672
PMAA_100410	231	1	-194	
PMAA_066300	555	7	-24,-56,-326,-354	-358,-466,-530
PMAA_053450	1163	1	-49	
PMAA_007130	636	2	-6	-93
PMAA_008340	1384	9	-231,-657,-779,-933	-51,-183,-569,-893,-1007
PMAA_007640	2500	5	-565	-1446,-1541,-1697,-2370
PMAA_060220	232	1	-167	
PMAA_036940	537	3	-119,-446	-172
PMAA_015610	2500	9	-318,-913,-1043,-1091,-1599,-2197	-838,-1187,-1414
PMAA_020950	1396	6	-557,-1119,-1313	-147,-273,-868
PMAA_028530	591	4	-194	-74,-84,-567
PMAA_088350	772	3	-702	-178,-527
PMAA_074130	250	3	-15,-84,-154	
PMAA_059060	540	2	-226	-62
PMAA_037300	1318	4	-1234,-1271	-506,-1244
PMAA_052980	313	2		-109,-168
PMAA_032770	2205	7	-1168,-1631,-1834	-158,-239,-440,-1035
PMAA_087120	1117	4	-338,-610,-655,-887	
PMAA_032950	1678	6		-217,-883,-1496,-1601,-1611,-1629
PMAA_034040	711	4	-492,-626,-700	-18
PMAA_092960	1757	6	-127,-676,-1151,-1682	-646,-1443
PMAA_097190	757	2	-688	-478
PMAA_086600	1489	3	-1121,-1192,-1210	
PMAA_086350	740	1		-109
PMAA_025530	240	1		-14
PMAA_098610	349	3	-231,-310,-342	
PMAA_081370	1028	5	-32,-447,-589,-799	-96
PMAA_013740	296	2		-16,-164
PMAA_022640	331	1		-215
PMAA_025340	180	3	-122,-134	-132
PMAA_052180	2500	18	-147,-158,-337,-352,-418,-579,-1295,-1542,-1629,-2117,-2162,-2450	-356,-1320,-1976,-2064,-2137,-2363
PMAA_019660	1047	1		-678
PMAA_035680	640	2		-524,-633
PMAA_042120	207	2	-51,-140	
PMAA_072800	1415	6	-17,-248,-511,-635	-256,-844
PMAA_097220	1058	2	-932	-1046
PMAA_046320	2500	2		-546,-554
PMAA_097990	165	2	-60,-92	
PMAA_012920	477	3	-44,-86,-322	
PMAA_070090	1576	5	-1489	-118,-684,-743,-1168
PMAA_083210	2500	5	-271,-363	-839,-1259,-1897
PMAA_023610	568	1	-67	
PMAA_095060	984	2	-487	-638
PMAA_044870	296	2	-150	-251
PMAA_006050	777	4	-568	-108,-604,-634
PMAA_006440	215	1	-180	
PMAA_095590	1839	6	-780,-990,-1134,-1511	-643,-806
PMAA_076070	616	1		-2
PMAA_067230	770	5	-419,-496	-222,-266,-425
PMAA_051980	1614	8	-55,-435,-788,-1434	-724,-731,-1022,-1464
PMAA_067940	1144	4	-869,-1129	-32,-1034
PMAA_075660	2500	5	-1131,-1611,-1800	-415,-929
PMAA_045500	417	2	-374	-86
PMAA_033420	1175	2		-90,-694
PMAA_016100	187	2	-8,-70	
PMAA_070890	268	2	-74,-87	
PMAA_079570	2380	7	-378,-481,-1427	-447,-1626,-2031,-2374
PMAA_099870	409	1		-195
PMAA_076380	1522	4	-1505	-18,-417,-1203
PMAA_016160	633	5	-183,-477	-75,-150,-202
PMAA_021040	1148	7	-184,-325,-738	-24,-323,-970,-1112
PMAA_038040	2500	11	-292,-1348,-1447,-1458,-1992	-11,-499,-1742,-1751,-1970,-2211
PMAA_021510	597	2	-322	-40
PMAA_064410	772	1		-306
PMAA_012430	1981	6	-1041,-1620,-1741	-1599,-1832,-1842
PMAA_030210	2207	6	-454,-1714,-2193	-132,-517,-2038
PMAA_094750	1690	10	-1621,-1687	-110,-149,-177,-245,-333,-803,-1102,-1246
PMAA_098470	1807	5	-222	-404,-872,-1033,-1299
PMAA_053160	236	2	-85,-91	
PMAA_075850	380	2		-130,-288
PMAA_027260	1012	7	-232,-428,-837	-85,-280,-355,-893
PMAA_099700	260	1		-52
PMAA_002480	931	5	-480,-640	-259,-686,-863
PMAA_090610	567	3		-210,-343,-413
PMAA_074770	1338	7	-334,-622,-1047	-243,-469,-1100,-1195
PMAA_015800	258	2	-230	-213
PMAA_049940	455	4	-165,-192,-334	-437
PMAA_049900	443	6	-91,-392	-27,-185,-245,-360
PMAA_077380	1229	6	-192,-455,-869,-881,-1083	-849
PMAA_029610	148	1	-44	
PMAA_091690	2500	8	-118,-1464,-2282	-182,-594,-602,-1411,-1749
PMAA_066540	371	6	-23,-45,-54	-23,-150,-204
PMAA_073540	1680	5	-182,-509,-1487	-34,-1119
PMAA_075460	1840	8	-278,-1133,-1196,-1537,-1625	-186,-1018,-1476
PMAA_054800	734	4		-159,-177,-293,-439
PMAA_080770	668	3	-56,-604	-282
PMAA_053290	1002	3	-679,-826	-708
PMAA_056660	839	3	-200,-574	-814
PMAA_000910	2500	9	-104	-33,-64,-266,-918,-1077,-1886,-2304,-2429
PMAA_032560	2500	11	-371,-676,-713,-1020,-1068,-1134,-1640,-1884,-2412	-1492,-2338
PMAA_072230	2500	7	-1436	-51,-127,-1438,-1500,-1677,-2153
PMAA_003930	2359	15	-1139,-1182,-1852,-2050,-2080,-2251,-2332	-130,-357,-1075,-1247,-1282,-1351,-1597,-1745
PMAA_057130	2138	11	-1062,-1390,-1467,-1569,-1761,-2079	-862,-1226,-1237,-1665,-1994
PMAA_082730	1598	6	-1315,-1363,-1559	-1139,-1253,-1446
PMAA_035480	601	1		-271
PMAA_045000	2408	4	-1001,-1120,-1395,-1454	
PMAA_077030	520	1		-12
PMAA_050500	758	2	-241,-322	
PMAA_080590	1089	3	-360,-952,-1033	
PMAA_039790	2216	4	-821,-1168,-1685	-1351
PMAA_020640	962	4	-799	-583,-639,-740
PMAA_073720	440	3	-164	-312,-388
PMAA_004570	570	4	-189	-38,-232,-525
PMAA_102100	1161	6	-52,-339,-823	-203,-287,-1053
PMAA_009390	978	1	-755	
PMAA_040360	1027	5	-509,-605,-763,-791	-176
PMAA_015530	2268	15	-368,-437,-616,-671,-778,-958,-1190	-81,-101,-110,-533,-565,-1086,-1407,-1766
PMAA_031030	887	3	-804	-25,-495
PMAA_041600	241	1	-241	
PMAA_004920	770	1	-100	
PMAA_023560	2500	9	-566,-1069,-1527,-1806,-2210,-2344	-364,-699,-1670
PMAA_065160	834	4	-66,-243	-47,-221
PMAA_101810	1509	2	-162	-345
PMAA_009480	2156	7		-123,-274,-453,-871,-1500,-1856,-1968
PMAA_005550	1016	7	-624,-764,-899,-938	-686,-732,-794
PMAA_015790	2500	9	-788,-892,-2265	-29,-95,-118,-267,-947,-1359
PMAA_004320	1902	10	-597,-970,-1309,-1457,-1696	-475,-642,-873,-1393,-1751
PMAA_066150	785	6	-734	-212,-456,-616,-732,-773
PMAA_077230	2500	7	-2014	-24,-322,-440,-1189,-1762,-2029
PMAA_023420	2054	7	-117,-261,-365,-424,-863,-1979	-1305
PMAA_082070	1020	5	-464,-733	-279,-411,-628
PMAA_053830	565	2	-366	-190
PMAA_028870	300	2	-39	-191
PMAA_005690	286	1		-252
PMAA_036680	626	1	-398	
PMAA_076580	2128	6	-158,-206,-1230,-1707,-1821	-1930
PMAA_008770	226	1		-70
PMAA_015440	359	4	-115,-291	-54,-351
PMAA_058110	1929	6	-213	-595,-661,-906,-1744,-1862
PMAA_052400	2500	5	-356,-1231,-2357	-173,-2291
PMAA_082190	1103	8	-287,-323,-521,-576,-687,-712	-597,-939
PMAA_051470	978	4	-494,-538,-578	-35
PMAA_078540	294	2	-285	-30
PMAA_076320	419	1		-100
PMAA_010270	571	2		-243,-544
PMAA_078890	1289	8	-322,-726,-831,-1250,-1289	-755,-1117,-1200
PMAA_089740	1759	8	-343,-392	-185,-469,-831,-921,-1067,-1516
PMAA_006710	1298	7	-47,-402,-421,-859,-950,-1126	-1186
PMAA_086030	380	1	-79	
PMAA_018320	457	6	-108,-125,-224,-391,-418	-87
PMAA_083020	1049	4	-129,-559,-1002	-851
PMAA_011270	426	3	-289	-290,-315
PMAA_018980	1493	3	-854,-1074	-543
PMAA_049000	1175	2		-419,-941
PMAA_019050	2500	12	-330,-866,-1296,-1466,-1646,-1697,-2072,-2239	-3,-593,-1316,-1808
PMAA_042330	637	4	-317,-397,-481	-439
PMAA_048200	2500	7	-16,-555,-1045,-1149,-1681	-2123,-2357
PMAA_087740	455	3	-112	-27,-195
PMAA_045910	2500	5	-702,-1464	-916,-1583,-1639
PMAA_061090	1520	5	-878	-36,-261,-654,-707
PMAA_048750	1006	5	-341,-477,-838,-865	-513
PMAA_033160	919	2	-56,-865	
PMAA_078090	1048	2	-28,-921	
PMAA_092570	1391	2	-317	-21
PMAA_078760	1191	4	-968,-1116	-487,-1166
PMAA_069660	1621	2	-122	-562
PMAA_086290	600	2		-218,-273
PMAA_014380	1136	3	-69,-162	-928
PMAA_008110	1056	6	-352,-468,-634,-673,-754,-764	
PMAA_068640	1740	5	-581,-850	-476,-1055,-1639
PMAA_018180	459	1		-292
PMAA_075350	1210	5	-961,-1173	-196,-320,-1113
PMAA_062670	1108	6	-26,-117,-369,-418	-511,-617
PMAA_019270	2221	5	-514,-1267,-1317,-1560	-796
PMAA_062920	631	2	-282,-606	
PMAA_100990	2500	5	-438,-1097,-2244	-845,-1980
PMAA_008910	2500	11	-9,-584,-917,-1206,-1980	-50,-288,-582,-1000,-2291,-2425
PMAA_061320	2500	7	-357,-1065,-1241,-1367,-1527	-1340,-2004
PMAA_028130	1827	3	-374,-1762	-1627
PMAA_064780	2500	3	-32,-516	-414
PMAA_026730	2500	6	-2283,-2373	-777,-1071,-1102,-1887
PMAA_033300	2500	5	-871,-1427,-1770	-839,-1716
PMAA_070150	1505	5	-942	-290,-583,-760,-1208
PMAA_091900	980	6	-119,-343,-602	-295,-343,-575
PMAA_055570	578	5	-560	-37,-173,-252,-291
PMAA_002520	542	2	-264	-535
PMAA_088830	957	4	-263,-720	-47,-935
PMAA_081560	1383	6	-127,-439,-515,-1121	-287,-1065
PMAA_022340	1307	2		-568,-580
PMAA_040180	256	2		-128,-134
PMAA_100190	2500	9	-954,-1073,-2123,-2470,-2483	-241,-514,-1060,-2358
PMAA_087810	954	2	-676	-160
PMAA_012600	952	4	-825	-458,-547,-845
PMAA_036870	1723	14	-91,-104,-294,-1063,-1425,-1457,-1474,-1516	-74,-102,-113,-382,-556,-763
PMAA_017890	538	3	-80,-99	-518
PMAA_026880	1495	6	-84,-221,-859,-868,-943	-88
PMAA_026550	351	1		-96
PMAA_003030	2409	5	-1416,-2016,-2270	-3,-18
PMAA_037120	845	2	-574	-797
PMAA_043420	302	2	-33	-65
PMAA_098280	1636	5	-170,-554,-993	-1481,-1489
PMAA_063780	394	5	-53	-107,-149,-172,-254
PMAA_050910	1320	1	-15	
PMAA_015030	438	2	-261	-94
PMAA_019580	1609	4	-141,-298,-1097	-207
PMAA_001830	372	2		-265,-343
PMAA_064200	1230	5		-84,-553,-684,-760,-1181
PMAA_046170	286	1		-171
PMAA_085710	1016	3	-882,-888	-577
PMAA_034300	671	2	-155	-200
PMAA_034650	979	3	-687,-830	-54
PMAA_007360	1951	8	-390,-455,-657,-718,-1004,-1688	-528,-878
PMAA_011800	1342	9	-484,-632,-756,-1000,-1052	-1072,-1123,-1194,-1244
PMAA_071570	178	2	-78	-40
PMAA_025280	361	1		-269
PMAA_063250	2500	5	-2044	-1383,-1458,-1810,-2336
PMAA_079380	1104	1	-282	
PMAA_066970	270	2	-237	-101
PMAA_020070	2500	5	-2279	-843,-2022,-2180,-2423
PMAA_098860	843	5	-292	-253,-280,-704,-804
PMAA_056870	579	3	-34,-484	-77
PMAA_063330	2500	9	-1033,-1480,-2122	-554,-641,-963,-970,-1759,-2152
PMAA_088650	1630	4	-347,-832,-1109	-724
PMAA_044990	2408	4		-954,-1013,-1288,-1407
PMAA_084100	717	2		-100,-602
PMAA_095100	360	1		-41
PMAA_004200	1591	4	-1159	-261,-689,-875
PMAA_023500	1132	11	-43,-258,-438,-872,-1100	-372,-384,-620,-806,-1052,-1116
PMAA_024480	823	6	-150,-173,-312,-749	-367,-447
PMAA_017490	694	5	-214,-660,-682	-37,-509
PMAA_020250	387	1		-235
PMAA_005060	597	1		-208
PMAA_053620	477	1		-419
PMAA_053330	781	5	-377,-488	-160,-209,-583
PMAA_013260	495	1	-406	
PMAA_014810	2500	10	-174,-307,-850,-1134,-1328,-2023	-777,-1916,-1971,-2347
PMAA_096860	2500	5	-384,-1313,-1726	-243,-483
PMAA_079960	680	2	-54	-155
PMAA_084040	618	4	-22,-45	-244,-484
PMAA_042920	243	1		-51
PMAA_095360	1494	3	-844,-1303	-1370
PMAA_002250	1315	4	-109,-338	-42,-167
PMAA_069890	183	2	-137	-4
PMAA_010040	2500	20	-34,-265,-946,-989,-1704,-1734,-1795,-2093,-2132,-2485	-431,-460,-480,-638,-1070,-1243,-1537,-1735,-2276,-2321
PMAA_017130	637	3	-148,-462	-174
PMAA_080900	1070	4	-364,-377,-389,-913	
PMAA_010510	509	2	-461	-171
PMAA_070710	255	1	-214	
PMAA_009980	665	2	-653	-80
PMAA_062310	2500	10	-698,-734,-1300,-1667,-1710	-113,-919,-1179,-1238,-1564
PMAA_021700	121	1		-105
PMAA_101310	1400	6	-417,-1047,-1117	-420,-793,-824
PMAA_030530	776	2		-115,-179
PMAA_025220	2500	9	-1121,-1202,-1891,-1899,-2302	-508,-1058,-1259,-1572
PMAA_101640	2228	7	-175,-375,-1650	-1051,-1070,-1863,-1934
PMAA_009180	848	9	-99,-141,-229,-635,-846	0,-231,-321,-367
PMAA_069470	2500	9	-100,-394,-899,-1925	-61,-657,-702,-2029,-2153
PMAA_102660	559	5	-44,-83,-486	-310,-381
PMAA_031950	488	2	-30	-206
PMAA_076650	913	3	-435,-721	-15
PMAA_093420	131	1		-80
PMAA_095810	2500	9	-328,-393,-966,-1152,-1244,-2055	-1916,-2204,-2270
PMAA_102560	1451	8	-470,-506,-628	-149,-433,-567,-778,-1402
PMAA_027700	1693	9	-110,-551,-743,-768,-893	-452,-703,-1321,-1327
PMAA_067490	2500	6	-1171	-906,-1169,-1192,-1764,-1820
PMAA_040430	269	1	-219	
PMAA_038560	1197	3	-159,-387,-936	
PMAA_087240	225	1		-14
PMAA_029860	2500	7	-758,-1113,-1172,-1348,-2059	-530,-1518
PMAA_091480	430	2		-67,-106
PMAA_069850	457	1		-128
PMAA_029060	351	5	-58,-70	-68,-78,-104
PMAA_051660	838	5	-141,-439,-448	-466,-535
PMAA_096130	88	1		-18
PMAA_036090	978	5	-575,-894	-226,-893,-930
PMAA_089680	192	2	-89	-51
PMAA_055960	260	1	-189	
PMAA_083900	613	1		-467
PMAA_058300	356	1	-201	
PMAA_055740	2500	9	-983,-2189,-2413	-90,-492,-571,-1245,-1742,-1779
PMAA_058820	1825	14	-9,-793,-1696,-1742,-1769,-1795,-1811	-422,-492,-643,-769,-888,-1478,-1633
PMAA_011640	192	1		-108
PMAA_011390	490	5	-147,-183,-213	-107,-197
PMAA_004000	1507	7	-653,-769,-994,-1391	-121,-128,-1145
PMAA_074870	2207	9	-526,-1264,-1458	-413,-525,-695,-720,-925,-1402
PMAA_040750	1716	3	-1648	-768,-1294
PMAA_082050	88	2		-42,-49
PMAA_082500	796	3	-518,-730	-570
PMAA_017770	1321	6	-238,-832,-1196	-521,-795,-843
PMAA_078950	2500	8	-1435,-2048,-2372,-2393	-303,-675,-714,-768
PMAA_085080	1220	5	-557	-406,-452,-705,-719
PMAA_011020	585	1	-563	
PMAA_068250	256	3	-243,-252	-172
PMAA_049610	675	4	-213,-272,-609,-660	
PMAA_018510	614	1		-416
PMAA_037220	2500	5	-2414	-605,-723,-1096,-1552
PMAA_068780	1233	7	-248,-1194	-254,-586,-668,-808,-877
PMAA_081970	368	2	-237,-285	
PMAA_077520	832	7	-52,-142,-198,-501,-642	-37,-786
PMAA_036370	421	3	-113,-273	-409
PMAA_077830	1974	8	-190,-745,-1406,-1416	-223,-334,-1287,-1364
PMAA_051080	2109	5	-295	-213,-488,-1107,-1580
PMAA_048690	2500	6	-138,-527	-84,-1153,-1411,-1881
PMAA_066360	1047	4	-452	-116,-317,-534
PMAA_039210	2500	5	-33,-1679	-65,-1114,-2124
PMAA_089350	755	6	-193	-237,-302,-463,-517,-527
PMAA_051100	568	6	-215,-286,-540,-555,-564	-146
PMAA_069780	2039	10	-273,-444,-896,-1281,-1415,-1973	-15,-974,-1552,-1854
PMAA_034820	669	3	-122,-328,-608	
PMAA_008320	1803	8	-207,-370,-934,-1420,-1506,-1575	-616,-1546
PMAA_039810	2500	8	-109,-1971	-66,-190,-203,-325,-439,-1366
PMAA_092920	758	1		-204
PMAA_022080	1561	3	-1144,-1305	-73
PMAA_068430	2500	5	-147,-167,-1416	-1642,-1851
PMAA_088330	1182	4	-200,-567,-702	-958
PMAA_032790	591	3	-204,-276,-322	
PMAA_037320	945	2	-24,-325	
PMAA_052210	645	2	-29	-344
PMAA_078370	344	5	-248	-23,-51,-85,-109
PMAA_092900	695	2	-196,-531	
PMAA_092690	2500	8	-208,-310,-659,-694,-1189,-1687	-635,-682
PMAA_086370	720	1		-634
PMAA_089530	1047	6	-287,-350,-626	-254,-961,-1014
PMAA_088480	1255	5	-697,-1219	-446,-480,-1206
PMAA_081350	364	1	-306	
PMAA_074320	233	1	-174	
PMAA_013720	315	1		-186
PMAA_022660	1013	6	-244,-966,-984	-364,-418,-814
PMAA_016550	1105	5	-671,-1072	-70,-380,-393
PMAA_019640	775	4	-605,-655	-225,-717
PMAA_042100	160	3	-40,-52,-62	
PMAA_072820	810	7	-187,-272,-318,-417,-795	-227,-371
PMAA_020690	132	2	-32,-41	
PMAA_064040	1890	9	-499,-765,-922,-970,-1840	-79,-306,-979,-996
PMAA_046340	2500	7	-1107,-2429	-525,-1340,-1768,-2145,-2180
PMAA_037100	696	1	-482	
PMAA_026920	1274	4	-735	-189,-917,-946
PMAA_060200	168	2	-122	-19
PMAA_007110	1296	4	-1267	-22,-200,-1100
PMAA_060750	630	6		-93,-162,-193,-224,-261,-304
PMAA_071290	763	2	-710	-303
PMAA_013090	2496	4	-416,-1601	-1558,-2285
PMAA_082200	1103	8	-164,-506	-391,-416,-527,-582,-780,-816
PMAA_076010	481	2		-159,-240
PMAA_082750	2500	6	-640,-901,-1287,-1297,-2012,-2410	
PMAA_100030	1267	2	-355	-17
PMAA_021280	1869	4	-1027	-893,-1088,-1260
PMAA_075600	179	1		-135
PMAA_033440	863	3		-378,-526,-615
PMAA_077980	1818	10	-195,-1101,-1489,-1512,-1743	-9,-17,-858,-1106,-1631
PMAA_015400	587	1		-388
PMAA_019000	371	1		-161
PMAA_083330	193	1		-101
PMAA_094190	605	2		-301,-326
PMAA_098670	1542	4		-112,-891,-943,-1228
PMAA_079590	351	4	-37	-91,-191,-219
PMAA_099810	548	1	-186	
PMAA_024010	1426	4	-1120	-337,-1075,-1187
PMAA_021060	731	6	-248,-260,-614,-664	-488,-553
PMAA_064430	1796	9	-766,-1064,-1094,-1395	-75,-378,-507,-1140,-1215
PMAA_038020	205	1	-188	
PMAA_030230	2500	8		-28,-402,-443,-857,-1002,-1499,-2186,-2460
PMAA_101120	239	1		-61
PMAA_012410	761	3	-750	-20,-359
PMAA_094770	2500	7	-548,-1157,-1396,-1457,-2232	-109,-1122
PMAA_098490	399	2		-12,-138
PMAA_094990	1237	4	-554,-1001,-1034	-522
PMAA_083620	154	1		-35
PMAA_085420	1187	5	-136,-864	-384,-544,-944
PMAA_099720	366	3	-148,-224	-156
PMAA_050450	1552	9	-206,-583,-755,-794,-875	-41,-582,-878,-1332
PMAA_090670	2500	10	-21,-106,-2094,-2266	-129,-249,-1297,-1619,-1703,-2305
PMAA_057480	914	4		-247,-344,-624,-764
PMAA_015820	485	1	-61	
PMAA_045610	1247	6	-122,-507,-822	-634,-689,-810
PMAA_029670	980	2		-369,-844
PMAA_080750	279	2	-99	-59
PMAA_080020	2500	6	-47,-113,-1573,-2228	-231,-707
PMAA_080410	1910	4	-824	-168,-1157,-1221
PMAA_073520	209	1	-155	
PMAA_056680	2113	12	-303,-485,-502,-558,-1023,-1061,-1223,-1694,-2077,-2084	-1459,-2083
PMAA_000930	2500	9	-459,-1239,-1596	-222,-747,-1154,-1341,-2014,-2154
PMAA_009400	978	1		-223
PMAA_071740	462	1		-253
PMAA_034030	711	4	-693	-11,-85,-219
PMAA_003910	1081	6	-363,-472,-766	-508,-969,-989
PMAA_057150	2500	9	-219,-296,-738	-70,-128,-801,-869,-1672,-2274
PMAA_072210	842	6	-12,-159,-253	-134,-470,-501
PMAA_101780	1653	5	-532,-1120,-1459	-863,-1259
PMAA_030940	1373	7	-496,-705,-803,-915,-946	-933,-1236
PMAA_045060	383	3	-200	-90,-343
PMAA_030490	1774	8	-423	-29,-45,-966,-1031,-1181,-1470,-1712
PMAA_039770	109	2	-25,-57	
PMAA_073290	690	3	-76	-120,-288
PMAA_093250	731	1	-557	
PMAA_086970	489	1	-198	
PMAA_031540	613	4	-365,-379,-552	-559
PMAA_027930	1205	2	-1004	-452
PMAA_037910	1042	2	-941	-923
PMAA_058680	229	1	-188	
PMAA_065140	903	2	-527	-557
PMAA_004940	733	2	-35,-305	
PMAA_032890	1263	6	-65,-273,-769,-1260	-47,-282
PMAA_043000	2500	9	-502,-2162	-352,-456,-701,-1198,-1594,-2097,-2275
PMAA_051270	2500	11	-97,-1766,-2320	-306,-338,-421,-921,-1675,-2006,-2245,-2363
PMAA_066170	2500	11	-268,-766,-1272,-2377	-162,-495,-507,-1565,-1697,-2197,-2230
PMAA_101870	877	3	-485,-627,-781	
PMAA_035200	320	2		-79,-177
PMAA_092120	791	2	-100,-553	
PMAA_006420	433	3	-224,-260	-385
PMAA_053810	791	3		-154,-285,-378
PMAA_096630	822	9	-66,-281,-317,-738,-774	-173,-182,-561,-753
PMAA_028810	674	3	-49	-223,-662
PMAA_074410	902	3	-219,-544,-643	
PMAA_083220	652	4	-281,-452	-526,-620
PMAA_058460	1302	6	-50,-443,-504,-894	-479,-945
PMAA_032270	803	2	-195,-503	
PMAA_040260	846	2	-275,-804	
PMAA_042480	2500	6	-761,-1227	-207,-1583,-1718,-2087
PMAA_043560	557	4	-341,-376	-88,-222
PMAA_059220	249	2	-204	-235
PMAA_054680	1305	6	-619,-766,-990	-266,-559,-768
PMAA_009540	1007	6	-152,-237,-334,-554	-290,-884
PMAA_054170	316	1	-49	
PMAA_075840	1572	4	-241,-712,-1474	-41
PMAA_010250	884	2		-289,-730
PMAA_044220	1079	3		-46,-151,-411
PMAA_014010	835	2	-391	-105
PMAA_041340	935	3	-705	-245,-780
PMAA_070500	1057	3	-314,-368,-646	
PMAA_047930	1060	1	-705	
PMAA_055880	423	3	-24	-147,-397
PMAA_083040	408	2	-290	-337
PMAA_023460	681	3	-90	-133,-486
PMAA_011250	2500	10	-306,-455,-510,-1440,-1479,-1560,-2294,-2458	-261,-2368
PMAA_067770	586	6	-19,-334	-95,-261,-298,-308
PMAA_004490	1217	3	-56,-393,-963	
PMAA_045930	1283	4	-775,-1237	-858,-1082
PMAA_048220	1461	2	-933	-1024
PMAA_033140	250	3	-172	-141,-170
PMAA_075590	179	1	-44	
PMAA_064230	1496	3		-40,-606,-1093
PMAA_069640	2500	10	-459,-635,-1256,-1388,-1577,-1603	-311,-687,-1048,-2154
PMAA_060920	551	2		-227,-267
PMAA_008130	716	2	-62,-427	
PMAA_044080	297	1		-115
PMAA_093650	734	2		-19,-251
PMAA_008650	662	2		-40,-566
PMAA_076820	2500	5	-830,-1077,-1121,-2115	-963
PMAA_062690	391	1		-308
PMAA_032090	1771	2	-123	-13
PMAA_100200	499	5	-23,-408,-475	-71,-233
PMAA_061340	1960	7	-256,-292,-1497,-1827,-1908	-1383,-1521
PMAA_033850	2500	8	-316,-399,-1930,-2111,-2349	-2035,-2051,-2393
PMAA_033320	429	1	-402	
PMAA_006220	457	2	-456	-205
PMAA_026710	2138	5	-1262,-1598	-371,-828,-1189
PMAA_060690	2500	11	-581,-767,-856,-1421,-1944,-1959	-808,-1079,-1409,-1653,-1676
PMAA_055220	851	4	-528,-560	-32,-254
PMAA_043190	1320	4	-11,-877	-295,-740
PMAA_088810	769	1		-286
PMAA_067400	272	3	-62,-70	-140
PMAA_081500	479	3	-14,-28	-318
PMAA_047750	2196	6	-1483	-310,-1113,-1122,-1786,-2184
PMAA_008660	118	1		-24
PMAA_082310	488	5	-262	-43,-137,-447,-460
PMAA_052680	2500	4	-1203,-2195	-84,-167
PMAA_087830	1062	4		-6,-77,-172,-411
PMAA_086410	799	2	-165	-474
PMAA_026570	1065	1		-228
PMAA_012620	1133	1	-987	
PMAA_029380	660	2	-81,-283	
PMAA_085690	342	3	-114	-141,-273
PMAA_018700	1849	6	-281,-1153,-1739	-88,-112,-1265
PMAA_093240	381	4	-60,-229,-309	-181
PMAA_074070	2500	6	-1837	0,-472,-1094,-1354,-1897
PMAA_043440	648	2	-56,-352	
PMAA_075620	1482	5	-138	-171,-405,-630,-721
PMAA_047280	2500	13	-298,-434,-554,-1431,-1449,-1793,-1975,-2151	-559,-578,-618,-1435,-2370
PMAA_015050	1745	6	-851,-1562,-1599	-664,-711,-1646
PMAA_008870	421	1		-23
PMAA_001810	1301	7	-114,-627,-650	-462,-913,-1128,-1177
PMAA_043510	490	2	-39	-258
PMAA_045590	912	5	-104,-208,-333,-537	-154
PMAA_011820	396	2		0,-112
PMAA_063270	567	1	-502	
PMAA_028380	2500	9	-309,-801,-1370,-1653,-2075	-418,-505,-1004,-1024
PMAA_052020	1067	1	-621	
PMAA_101020	879	1		-193
PMAA_024710	116	1		-52
PMAA_066990	548	1		-499
PMAA_094380	395	1	-383	
PMAA_026960	2500	8	-413,-447,-1959,-2196	-624,-2036,-2078,-2310
PMAA_098800	1324	4	-449,-494	-1050,-1147
PMAA_056850	2500	7	-354,-1851,-2102,-2336,-2371	-93,-751
PMAA_063310	823	5	-423,-498,-569,-580	-60
PMAA_025000	439	2	-431	-114
PMAA_088670	331	1	-157	
PMAA_084120	649	2		-522,-544
PMAA_035100	406	5	-174,-234,-297,-347	-365
PMAA_042710	355	3	-182	-311,-341
PMAA_090440	1073	9	-31,-109,-131,-238,-644,-999,-1031	-318,-764
PMAA_046150	1087	2	-903	-1046
PMAA_046620	622	2	-313	-503
