Gene	5 prime intergenic length	Motif occurences
PMAA_012020	424	4
PMAA_010460	207	2
PMAA_064310	282	1
PMAA_036300	2200	11
PMAA_027090	506	2
PMAA_044180	9230	39
PMAA_036650	948	2
PMAA_055180	866	2
PMAA_076720	300	1
PMAA_067560	1410	5
PMAA_037650	469	2
PMAA_075790	899	2
PMAA_059890	1515	3
PMAA_082290	551	2
PMAA_048930	1209	5
PMAA_069090	420	1
PMAA_023910	1344	7
PMAA_085240	514	1
PMAA_055360	1726	6
PMAA_075530	1039	10
PMAA_049580	1021	3
PMAA_092530	174	2
PMAA_088930	421	2
PMAA_081400	222	2
PMAA_058270	1353	3
PMAA_074270	902	4
PMAA_024940	567	5
PMAA_047630	2814	10
PMAA_059090	2306	5
PMAA_019110	1957	7
PMAA_082470	1970	5
PMAA_045850	913	4
PMAA_017600	241	2
PMAA_048360	586	1
PMAA_012120	2204	12
PMAA_017950	487	1
PMAA_029280	426	2
PMAA_086570	234	2
PMAA_083360	444	1
PMAA_018600	1043	3
PMAA_011730	347	1
PMAA_050850	696	2
PMAA_047180	655	7
PMAA_032550	1183	4
PMAA_065400	1645	6
PMAA_066210	2972	9
PMAA_100500	183	3
PMAA_066810	1504	7
PMAA_008250	1141	4
PMAA_034220	524	3
PMAA_007750	5207	36
PMAA_007200	1146	4
PMAA_068320	881	2
PMAA_088240	985	1
PMAA_040010	2328	5
PMAA_074640	7703	21
PMAA_029040	127	1
PMAA_065540	836	2
PMAA_084590	500	1
PMAA_048980	152	1
PMAA_021840	528	1
PMAA_097730	790	4
PMAA_097080	465	2
PMAA_046580	1314	5
PMAA_094280	747	6
PMAA_098700	10000	30
PMAA_022810	706	3
PMAA_041540	1019	3
PMAA_039960	541	1
PMAA_013650	1002	6
PMAA_088790	770	6
PMAA_088060	1618	7
PMAA_084620	357	1
PMAA_065890	129	1
PMAA_042070	150	4
PMAA_066330	1405	2
PMAA_095770	513	3
PMAA_099250	531	2
PMAA_046760	888	3
PMAA_097880	1088	8
PMAA_097550	344	1
PMAA_070180	1083	5
PMAA_053030	538	1
PMAA_086990	745	2
PMAA_056040	210	3
PMAA_053740	218	2
PMAA_071580	339	4
PMAA_076120	5533	17
PMAA_013470	477	2
PMAA_058910	473	2
PMAA_020190	966	12
PMAA_079350	166	1
PMAA_095480	575	3
PMAA_051890	1394	4
PMAA_075110	953	1
PMAA_045750	2466	22
PMAA_067360	2880	14
PMAA_002600	433	1
PMAA_025500	571	2
PMAA_070980	3738	17
PMAA_001750	217	1
PMAA_036880	8953	43
PMAA_058440	345	2
PMAA_080060	195	2
PMAA_071630	159	1
PMAA_008370	1076	8
PMAA_000800	455	1
PMAA_005830	262	1
PMAA_027440	489	1
PMAA_034130	759	3
PMAA_042460	2615	11
PMAA_067020	397	1
PMAA_038150	185	2
PMAA_026140	809	1
PMAA_021660	2432	6
PMAA_072580	610	2
PMAA_091070	741	5
PMAA_085870	400	3
PMAA_030300	623	3
PMAA_020820	600	6
PMAA_020390	1410	4
PMAA_016070	1237	7
PMAA_093500	2734	10
PMAA_033340	1340	3
PMAA_057930	672	4
PMAA_067790	3024	7
PMAA_040530	1607	9
PMAA_029700	1196	4
PMAA_002870	1113	8
PMAA_054910	1427	9
PMAA_091250	307	2
PMAA_073450	381	3
PMAA_080620	1962	12
PMAA_080330	210	1
PMAA_043840	1658	4
PMAA_074550	768	6
PMAA_003700	275	1
PMAA_049770	939	5
PMAA_084830	1744	8
PMAA_049800	1199	3
PMAA_071960	1593	13
PMAA_069270	2067	5
PMAA_040290	76	1
PMAA_082660	452	4
PMAA_045110	900	3
PMAA_066770	160	1
PMAA_073180	375	3
PMAA_020530	1726	4
PMAA_050520	781	5
PMAA_073670	2719	13
PMAA_039680	1277	4
PMAA_068910	1064	4
PMAA_009750	762	3
PMAA_102270	10000	43
PMAA_062450	382	1
PMAA_049110	1156	5
PMAA_023340	1103	1
PMAA_035840	2520	11
PMAA_092630	574	1
PMAA_102090	2029	7
PMAA_036790	706	1
PMAA_096700	1233	4
PMAA_031160	505	3
PMAA_052510	2037	3
PMAA_051300	1112	7
PMAA_092750	348	1
PMAA_078980	202	3
PMAA_025460	199	1
PMAA_054770	1116	3
PMAA_017140	340	1
PMAA_010810	2816	9
PMAA_070210	4280	12
PMAA_086740	827	5
PMAA_097490	1407	4
PMAA_062040	599	1
PMAA_018450	1781	7
PMAA_082880	1467	4
PMAA_084450	373	2
PMAA_042260	321	1
PMAA_078180	147	2
PMAA_046970	1418	6
PMAA_070370	626	2
PMAA_064120	2042	3
PMAA_060320	181	1
PMAA_076910	3969	15
PMAA_008000	2254	5
PMAA_083100	2518	11
PMAA_019490	2412	7
PMAA_062870	1113	7
PMAA_067800	3024	7
PMAA_075650	2905	5
PMAA_038970	314	1
PMAA_100330	1195	5
PMAA_041010	843	6
PMAA_000780	5799	24
PMAA_024220	401	1
PMAA_093080	818	6
PMAA_098060	521	5
PMAA_085050	1990	5
PMAA_014440	1340	2
PMAA_081210	1535	7
PMAA_026020	1471	9
PMAA_102060	435	1
PMAA_037950	418	4
PMAA_022250	2610	7
PMAA_022700	4045	10
PMAA_021470	312	1
PMAA_024620	1833	1
PMAA_097940	865	4
PMAA_046390	130	1
PMAA_029490	6520	23
PMAA_087900	424	1
PMAA_026840	713	3
PMAA_012240	321	1
PMAA_093880	933	2
PMAA_063470	638	4
PMAA_056210	2007	2
PMAA_085940	2413	12
PMAA_071350	674	3
PMAA_074180	1327	5
PMAA_079160	1182	5
PMAA_047370	1285	6
PMAA_045520	2021	12
PMAA_026430	746	4
PMAA_046020	322	1
PMAA_001320	709	4
PMAA_037430	215	1
PMAA_084720	374	4
PMAA_007410	1593	8
PMAA_080100	339	2
PMAA_043610	617	3
PMAA_039510	769	2
PMAA_088470	1255	5
PMAA_071130	1005	4
PMAA_050410	883	2
PMAA_079290	141	1
PMAA_099620	585	5
PMAA_077190	750	4
PMAA_101460	302	4
PMAA_030820	597	4
PMAA_091500	862	3
PMAA_030790	1185	7
PMAA_020700	988	2
PMAA_073860	434	4
PMAA_098930	1661	7
PMAA_053480	107	2
PMAA_063000	619	3
PMAA_094270	221	1
PMAA_094940	2077	19
PMAA_013040	1995	9
PMAA_095540	3216	14
PMAA_051930	1892	6
PMAA_057030	468	3
PMAA_030170	731	6
PMAA_017250	315	3
PMAA_035670	2470	11
PMAA_101200	1723	5
PMAA_051230	873	2
PMAA_039160	336	2
PMAA_096930	618	4
PMAA_053260	3654	15
PMAA_028620	856	2
PMAA_084330	637	4
PMAA_079830	839	2
PMAA_004800	2559	8
PMAA_050680	1769	3
PMAA_017020	655	2
PMAA_075320	649	2
PMAA_072110	1381	10
PMAA_080810	1264	6
PMAA_078400	395	1
PMAA_053400	1247	5
PMAA_010660	634	4
PMAA_073240	617	3
PMAA_003470	532	1
PMAA_053150	236	2
PMAA_009320	3913	15
PMAA_059350	922	2
PMAA_014710	892	3
PMAA_018840	336	1
PMAA_049340	6581	29
PMAA_006950	1241	12
PMAA_016970	1301	6
PMAA_094360	2186	6
PMAA_010480	655	4
PMAA_069250	1049	5
PMAA_063910	1310	3
PMAA_055160	2752	14
PMAA_036320	5250	18
PMAA_093710	191	1
PMAA_067580	833	2
PMAA_016600	584	2
PMAA_029930	245	2
PMAA_017590	554	2
PMAA_089020	2839	8
PMAA_089790	894	3
PMAA_083260	830	3
PMAA_085260	182	2
PMAA_041830	2328	8
PMAA_023620	1630	4
PMAA_011530	4952	15
PMAA_055300	3371	12
PMAA_011280	1070	1
PMAA_047610	977	3
PMAA_002290	757	1
PMAA_040640	753	4
PMAA_074210	761	5
PMAA_087680	383	2
PMAA_048430	3046	8
PMAA_087170	522	2
PMAA_045530	2021	12
PMAA_048340	691	1
PMAA_066180	278	1
PMAA_016130	1511	9
PMAA_044700	847	2
PMAA_089240	577	4
PMAA_017970	603	4
PMAA_085190	253	1
PMAA_063640	370	3
PMAA_050870	1756	6
PMAA_068690	581	8
PMAA_011840	10000	18
PMAA_018660	620	1
PMAA_081680	538	1
PMAA_065420	1240	6
PMAA_002000	267	2
PMAA_015190	1936	8
PMAA_022440	463	1
PMAA_019820	2375	9
PMAA_059050	292	1
PMAA_019390	1529	5
PMAA_100520	769	1
PMAA_061510	1106	1
PMAA_049420	1446	7
PMAA_008270	953	2
PMAA_007770	3862	19
PMAA_078520	2165	5
PMAA_034240	3730	18
PMAA_068340	2620	6
PMAA_003060	886	3
PMAA_025490	879	2
PMAA_036500	324	3
PMAA_052300	473	3
PMAA_052650	165	4
PMAA_065520	669	3
PMAA_016080	194	1
PMAA_006930	2292	5
PMAA_049930	5748	32
PMAA_021860	659	4
PMAA_004670	1291	2
PMAA_100780	2609	4
PMAA_017230	2893	6
PMAA_086550	304	2
PMAA_086220	662	2
PMAA_039980	996	3
PMAA_098720	1985	7
PMAA_081020	2084	7
PMAA_088040	955	4
PMAA_013670	1275	4
PMAA_074720	878	2
PMAA_058890	1476	4
PMAA_029320	1543	7
PMAA_019530	282	1
PMAA_042010	1035	9
PMAA_062990	2139	11
PMAA_046700	2406	10
PMAA_004500	216	2
PMAA_015500	2571	13
PMAA_013900	302	1
PMAA_014480	603	1
PMAA_013450	2107	10
PMAA_076100	213	2
PMAA_079330	933	3
PMAA_067340	258	3
PMAA_021390	2878	11
PMAA_064920	719	3
PMAA_064690	480	3
PMAA_041650	645	1
PMAA_014640	1021	3
PMAA_076570	212	3
PMAA_008740	1255	3
PMAA_061530	611	1
PMAA_061960	3872	17
PMAA_067000	529	2
PMAA_021130	1186	2
PMAA_038170	944	6
PMAA_077260	759	4
PMAA_021640	459	3
PMAA_012500	2060	8
PMAA_101070	425	2
PMAA_006720	1586	10
PMAA_030360	441	3
PMAA_085850	436	2
PMAA_094000	296	1
PMAA_053010	684	2
PMAA_020400	1410	4
PMAA_058790	630	2
PMAA_093520	676	1
PMAA_057770	822	3
PMAA_057950	1015	6
PMAA_023180	298	1
PMAA_006370	924	2
PMAA_017360	1376	5
PMAA_029720	684	4
PMAA_066430	172	1
PMAA_073470	3767	14
PMAA_026100	185	1
PMAA_005810	601	1
PMAA_009510	512	2
PMAA_000860	1146	5
PMAA_041800	323	1
PMAA_072300	414	1
PMAA_071900	2201	15
PMAA_082640	1132	1
PMAA_008920	898	5
PMAA_101690	759	3
PMAA_045130	699	4
PMAA_030580	962	5
PMAA_036510	632	3
PMAA_066750	1633	2
PMAA_049280	524	2
PMAA_092380	1151	4
PMAA_073650	513	2
PMAA_102250	1836	5
PMAA_096540	243	2
PMAA_037800	354	3
PMAA_031360	227	1
PMAA_096890	1697	12
PMAA_032320	412	2
PMAA_037750	1028	3
PMAA_062430	381	3
PMAA_032980	781	3
PMAA_090870	2273	5
PMAA_035530	175	1
PMAA_006200	410	2
PMAA_092650	457	1
PMAA_005760	413	2
PMAA_022390	1178	5
PMAA_031180	587	1
PMAA_025930	1129	1
PMAA_096090	2102	10
PMAA_096760	2446	8
PMAA_083660	857	2
PMAA_049750	5323	9
PMAA_058240	955	4
PMAA_101170	644	3
PMAA_052820	312	2
PMAA_032180	7862	19
PMAA_052530	592	1
PMAA_064270	594	5
PMAA_087540	1728	4
PMAA_051320	890	3
PMAA_078210	594	4
PMAA_035020	172	1
PMAA_010340	2251	6
PMAA_092730	663	4
PMAA_089490	3625	9
PMAA_086760	537	1
PMAA_042990	4674	20
PMAA_014100	240	1
PMAA_052320	3618	10
PMAA_070230	395	4
PMAA_044550	1751	7
PMAA_055410	1331	7
PMAA_076680	793	1
PMAA_049130	2240	7
PMAA_019700	206	1
PMAA_042240	384	1
PMAA_061160	1180	5
PMAA_033050	687	5
PMAA_046950	1218	4
PMAA_044370	187	1
PMAA_002680	1580	7
PMAA_097380	3671	6
PMAA_075950	747	1
PMAA_023890	681	3
PMAA_064100	554	1
PMAA_012880	685	3
PMAA_031590	1613	6
PMAA_008060	1300	10
PMAA_068590	1114	7
PMAA_076970	980	5
PMAA_062850	870	7
PMAA_100640	1009	6
PMAA_033580	7730	21
PMAA_100310	45	1
PMAA_022710	4045	10
PMAA_026350	265	1
PMAA_091830	2667	9
PMAA_093060	1324	7
PMAA_085030	598	4
PMAA_043260	942	3
PMAA_036420	432	2
PMAA_098000	1153	4
PMAA_081230	1078	5
PMAA_022270	3267	10
PMAA_040070	246	1
PMAA_025560	304	1
PMAA_097960	1123	6
PMAA_047010	365	1
PMAA_087960	1883	6
PMAA_045730	1020	1
PMAA_036980	1748	4
PMAA_012260	521	1
PMAA_056230	4183	23
PMAA_034580	761	3
PMAA_071330	806	7
PMAA_004130	463	2
PMAA_082130	2669	12
PMAA_001900	573	1
PMAA_079100	1820	9
PMAA_089670	192	2
PMAA_070820	714	2
PMAA_024160	719	1
PMAA_041070	1469	6
PMAA_080120	3757	12
PMAA_039530	799	6
PMAA_034720	534	2
PMAA_007430	1867	11
PMAA_043670	782	4
PMAA_071480	3442	20
PMAA_088450	706	5
PMAA_096530	243	2
PMAA_041710	2852	11
PMAA_090260	6496	1
PMAA_099600	247	4
PMAA_099350	305	7
PMAA_030770	449	1
PMAA_064540	560	3
PMAA_030800	1185	7
PMAA_101190	5896	30
PMAA_020720	968	3
PMAA_025700	1336	1
PMAA_014500	764	2
PMAA_098910	5151	20
PMAA_053460	468	4
PMAA_058870	1000	2
PMAA_022580	1576	13
PMAA_063060	918	4
PMAA_056490	315	2
PMAA_042960	953	1
PMAA_028740	1311	6
PMAA_013020	2724	12
PMAA_095030	1488	4
PMAA_057540	330	1
PMAA_095520	590	5
PMAA_057010	457	1
PMAA_051910	438	1
PMAA_072680	1642	9
PMAA_080780	4209	15
PMAA_087630	1269	4
PMAA_054890	551	5
PMAA_023050	938	1
PMAA_028600	989	1
PMAA_025600	731	6
PMAA_053200	998	4
PMAA_096950	119	1
PMAA_076370	1522	4
PMAA_043780	6030	23
PMAA_083470	287	2
PMAA_050570	1005	3
PMAA_042810	2175	3
PMAA_075300	8680	34
PMAA_069960	1456	2
PMAA_055590	684	3
PMAA_010130	271	2
PMAA_080870	654	1
PMAA_010640	2089	7
PMAA_073220	588	2
PMAA_009650	694	2
PMAA_041450	269	2
PMAA_005370	319	1
PMAA_014730	1406	2
PMAA_018860	1088	7
PMAA_027980	1898	6
PMAA_092400	506	3
PMAA_083780	2753	7
PMAA_016990	5408	21
PMAA_062220	914	6
PMAA_067610	10000	38
PMAA_038720	898	7
PMAA_091350	4471	15
PMAA_101990	1631	7
PMAA_063930	797	4
PMAA_069500	684	5
PMAA_096370	632	2
PMAA_036610	654	4
PMAA_055140	2570	12
PMAA_031640	539	3
PMAA_074310	120	1
PMAA_016760	716	6
PMAA_062080	138	1
PMAA_004680	1291	2
PMAA_047800	343	4
PMAA_059320	203	2
PMAA_029910	5164	14
PMAA_082780	469	1
PMAA_045090	465	3
PMAA_054090	819	2
PMAA_055850	1060	1
PMAA_085200	3872	12
PMAA_055320	214	2
PMAA_011510	135	1
PMAA_024980	276	2
PMAA_082760	2868	6
PMAA_065190	340	2
PMAA_040660	112	2
PMAA_087150	356	4
PMAA_061750	368	1
PMAA_045890	650	4
PMAA_017640	1900	5
PMAA_078680	639	1
PMAA_038320	201	3
PMAA_044760	1608	5
PMAA_011770	1522	10
PMAA_063660	449	2
PMAA_018640	601	3
PMAA_043380	398	5
PMAA_017510	1152	7
PMAA_018030	824	4
PMAA_032040	1277	3
PMAA_052490	4002	12
PMAA_032510	526	4
PMAA_077410	698	3
PMAA_065440	603	3
PMAA_061280	1849	11
PMAA_079600	351	4
PMAA_066250	403	2
PMAA_100810	495	1
PMAA_041910	713	3
PMAA_089000	1350	3
PMAA_034910	355	1
PMAA_008210	1557	8
PMAA_034260	1001	6
PMAA_005570	1891	7
PMAA_068360	301	1
PMAA_088200	1074	3
PMAA_084550	760	1
PMAA_082920	518	3
PMAA_042380	322	1
PMAA_045620	1247	6
PMAA_078020	676	4
PMAA_046540	2774	14
PMAA_021800	1263	7
PMAA_097770	495	4
PMAA_085470	572	6
PMAA_026290	500	1
PMAA_086200	2777	6
PMAA_017910	2178	1
PMAA_003710	275	1
PMAA_081000	1605	10
PMAA_027140	255	1
PMAA_047230	424	1
PMAA_013610	381	2
PMAA_095730	989	4
PMAA_002310	2265	6
PMAA_016200	552	1
PMAA_005390	199	1
PMAA_042030	1506	2
PMAA_097590	1181	3
PMAA_064710	862	1
PMAA_046720	762	2
PMAA_060150	1579	2
PMAA_060620	2441	12
PMAA_013920	258	3
PMAA_079310	1515	7
PMAA_100100	324	1
PMAA_024290	2612	6
PMAA_002350	517	2
PMAA_064670	1854	12
PMAA_064900	2704	8
PMAA_089910	1492	7
PMAA_012690	383	2
PMAA_004440	2108	8
PMAA_098210	527	4
PMAA_003630	1164	2
PMAA_098740	2498	14
PMAA_070020	455	4
PMAA_085520	976	2
PMAA_029220	1861	5
PMAA_099160	661	4
PMAA_095190	2211	4
PMAA_021110	2172	7
PMAA_038110	514	1
PMAA_070280	198	4
PMAA_101050	1397	8
PMAA_085780	290	1
PMAA_012520	153	2
PMAA_085830	674	5
PMAA_036230	624	4
PMAA_006080	1175	6
PMAA_056000	7021	26
PMAA_057970	293	1
PMAA_057200	650	1
PMAA_095990	270	4
PMAA_090740	1393	4
PMAA_072090	1382	7
PMAA_057750	958	8
PMAA_001460	347	4
PMAA_091290	7401	34
PMAA_084300	2004	4
PMAA_029740	5943	10
PMAA_080660	726	3
PMAA_066410	330	4
PMAA_054950	380	1
PMAA_009820	2453	7
PMAA_000840	867	2
PMAA_043800	6544	14
PMAA_030780	1708	8
PMAA_071670	335	2
PMAA_071920	1607	7
PMAA_083670	234	2
PMAA_072320	1545	8
PMAA_077780	564	1
PMAA_035730	175	2
PMAA_001530	3135	9
PMAA_045150	3233	10
PMAA_066730	232	2
PMAA_039640	4931	16
PMAA_053690	454	3
PMAA_068950	3393	17
PMAA_009790	874	2
PMAA_086840	1233	7
PMAA_031430	497	2
PMAA_015430	580	1
PMAA_102500	226	1
PMAA_062130	1003	5
PMAA_037820	4867	8
PMAA_065290	374	4
PMAA_090810	936	3
PMAA_054400	2484	5
PMAA_066080	786	4
PMAA_035880	920	4
PMAA_035550	267	1
PMAA_092670	1851	9
PMAA_039390	352	1
PMAA_096740	3286	15
PMAA_070780	750	2
PMAA_025910	1749	4
PMAA_083310	633	3
PMAA_083640	3041	11
PMAA_016830	845	4
PMAA_049730	2606	9
PMAA_048060	1233	4
PMAA_059170	1248	5
PMAA_078230	1158	1
PMAA_092710	1097	6
PMAA_006850	2632	5
PMAA_068170	815	4
PMAA_010360	137	1
PMAA_069190	831	2
PMAA_044570	390	1
PMAA_036280	1143	1
PMAA_070250	1382	6
PMAA_102730	150	2
PMAA_062140	7570	27
PMAA_101010	879	1
PMAA_062410	868	4
PMAA_048600	1834	7
PMAA_075970	417	3
PMAA_033070	284	3
PMAA_061140	210	1
PMAA_100480	767	7
PMAA_023870	1544	4
PMAA_026930	7043	6
PMAA_070330	1005	3
PMAA_060810	818	2
PMAA_008040	1067	3
PMAA_060360	1894	8
PMAA_093100	6287	16
PMAA_076950	1203	6
PMAA_052800	375	1
PMAA_037480	790	1
PMAA_100660	578	2
PMAA_038280	1825	7
PMAA_038930	315	1
PMAA_012060	6005	21
PMAA_023790	406	3
PMAA_026330	579	2
PMAA_085010	2842	7
PMAA_043240	3610	5
PMAA_093040	1033	5
PMAA_098020	1002	3
PMAA_081250	1462	9
PMAA_047000	1641	4
PMAA_044000	726	3
PMAA_015250	2875	15
PMAA_019720	211	1
PMAA_087940	2098	6
PMAA_072940	293	2
PMAA_036050	848	5
PMAA_101270	2557	9
PMAA_048840	910	3
PMAA_007630	8536	31
PMAA_012200	1378	4
PMAA_020630	665	3
PMAA_011680	1626	9
PMAA_039880	1470	1
PMAA_007180	2710	8
PMAA_071310	365	1
PMAA_074140	1108	2
PMAA_063430	489	3
PMAA_032700	448	1
PMAA_079120	849	3
PMAA_001920	2348	5
PMAA_070800	610	3
PMAA_001670	283	2
PMAA_033990	303	3
PMAA_030160	731	6
PMAA_043650	225	1
PMAA_098680	342	2
PMAA_007450	1085	6
PMAA_034700	689	2
PMAA_088430	1954	5
PMAA_004270	1140	6
PMAA_052110	180	3
PMAA_099370	445	6
PMAA_015590	1704	8
PMAA_023310	215	2
PMAA_024660	1433	5
PMAA_021580	2259	7
PMAA_020960	4068	14
PMAA_094900	680	4
PMAA_020740	759	4
PMAA_004040	734	6
PMAA_098970	1192	5
PMAA_063040	559	3
PMAA_053190	1951	8
PMAA_013000	212	1
PMAA_013550	1575	7
PMAA_028760	586	1
PMAA_079780	609	1
PMAA_057560	52	1
PMAA_095050	2265	5
PMAA_087060	1505	5
PMAA_095500	475	1
PMAA_099080	551	2
PMAA_072660	755	4
PMAA_051970	699	2
PMAA_046060	236	2
PMAA_092080	288	1
PMAA_053220	755	7
PMAA_005170	54	1
PMAA_056610	668	2
PMAA_000980	2437	13
PMAA_045440	147	2
PMAA_096970	149	1
PMAA_042520	203	1
PMAA_076310	774	4
PMAA_042830	2990	6
PMAA_099880	3934	15
PMAA_021560	529	3
PMAA_057690	863	5
PMAA_095550	3216	14
PMAA_030750	1966	5
PMAA_101420	366	1
PMAA_079820	187	1
PMAA_084530	373	1
PMAA_058040	883	3
PMAA_009670	267	2
PMAA_102190	711	3
PMAA_006910	1249	6
PMAA_027210	3775	12
PMAA_017380	1157	3
PMAA_066880	269	1
PMAA_045650	2924	11
PMAA_018800	268	4
PMAA_028120	2515	3
PMAA_067630	553	2
PMAA_015890	534	3
PMAA_038700	861	4
PMAA_029680	975	3
PMAA_030130	2247	10
PMAA_031880	498	4
PMAA_063950	2803	12
PMAA_028880	787	5
PMAA_084990	1354	2
PMAA_050750	1724	11
PMAA_003980	1002	7
PMAA_023100	108	1
PMAA_047820	1369	2
PMAA_002130	486	2
PMAA_041090	1729	4
PMAA_041900	222	2
PMAA_077040	3901	11
PMAA_059340	80	1
PMAA_051590	1711	5
PMAA_029970	458	2
PMAA_080500	570	1
PMAA_073200	353	3
PMAA_073750	1416	6
PMAA_080850	1924	10
PMAA_044290	1124	4
PMAA_055690	451	1
PMAA_049070	477	2
PMAA_011570	132	2
PMAA_002580	409	2
PMAA_058260	1353	3
PMAA_074960	596	5
PMAA_032280	803	2
PMAA_054590	424	3
PMAA_035940	384	1
PMAA_082570	626	3
PMAA_061770	614	2
PMAA_048470	387	1
PMAA_075520	2082	5
PMAA_039070	453	4
PMAA_092540	174	2
PMAA_004120	463	2
PMAA_069560	274	1
PMAA_018110	224	1
PMAA_011790	991	5
PMAA_008180	146	1
PMAA_047070	400	1
PMAA_062600	900	3
PMAA_063600	535	4
PMAA_032060	801	4
PMAA_052470	370	2
PMAA_077430	1729	4
PMAA_075810	1024	1
PMAA_006210	410	2
PMAA_065460	167	2
PMAA_054610	651	1
PMAA_061550	855	3
PMAA_086040	1613	9
PMAA_089060	727	1
PMAA_068380	1464	5
PMAA_022330	935	1
PMAA_082900	1651	4
PMAA_084570	431	2
PMAA_052610	2657	9
PMAA_048290	415	1
PMAA_097750	403	2
PMAA_075560	665	4
PMAA_092500	842	4
PMAA_021820	1223	5
PMAA_069380	705	3
PMAA_046520	1226	3
PMAA_017930	1199	6
PMAA_086590	380	2
PMAA_086260	1162	7
PMAA_041510	1130	8
PMAA_041550	1019	3
PMAA_008450	1025	6
PMAA_059790	398	1
PMAA_058510	948	3
PMAA_044740	498	3
PMAA_088080	2773	9
PMAA_014910	732	3
PMAA_022150	520	2
PMAA_047210	367	1
PMAA_084680	2599	8
PMAA_066320	781	2
PMAA_016220	1852	3
PMAA_062950	4102	20
PMAA_019570	3210	12
PMAA_046290	1810	6
PMAA_033620	208	1
PMAA_091970	1540	4
PMAA_064730	2793	9
PMAA_022560	1202	3
PMAA_016960	603	2
PMAA_034930	1224	4
PMAA_008980	1022	1
PMAA_060600	870	2
PMAA_008230	1689	5
PMAA_079660	1180	6
PMAA_058250	785	1
PMAA_021350	336	1
PMAA_075170	437	1
PMAA_067380	698	7
PMAA_064650	1328	2
PMAA_100120	1042	4
PMAA_023430	2054	7
PMAA_089930	454	2
PMAA_075230	1420	6
PMAA_093900	1003	5
PMAA_098760	969	2
PMAA_094590	265	2
PMAA_050960	1249	3
PMAA_099410	661	2
PMAA_099140	417	4
PMAA_017330	484	2
PMAA_021680	255	1
PMAA_021170	536	2
PMAA_040840	2187	8
PMAA_038130	2092	6
PMAA_085810	658	1
PMAA_085760	264	1
PMAA_100790	6794	34
PMAA_012540	573	2
PMAA_034140	759	3
PMAA_020880	1862	3
PMAA_028160	1263	8
PMAA_056570	1855	8
PMAA_074560	768	6
PMAA_003170	683	1
PMAA_078030	676	4
PMAA_057220	436	3
PMAA_040590	1178	9
PMAA_001440	2432	9
PMAA_037500	467	1
PMAA_059010	359	2
PMAA_073920	439	3
PMAA_066470	270	1
PMAA_073430	244	1
PMAA_063380	225	5
PMAA_009800	485	4
PMAA_043820	229	3
PMAA_033370	353	1
PMAA_046130	402	2
PMAA_072340	504	5
PMAA_069260	1924	9
PMAA_066710	659	1
PMAA_045560	732	1
PMAA_020550	1805	6
PMAA_073690	2337	7
PMAA_020220	510	1
PMAA_039660	881	3
PMAA_017270	3545	11
PMAA_031410	1266	6
PMAA_086860	2140	10
PMAA_096500	1621	3
PMAA_058750	227	1
PMAA_037840	1327	2
PMAA_090760	1741	4
PMAA_095310	1083	1
PMAA_027680	3287	11
PMAA_090830	640	1
PMAA_059480	603	5
PMAA_091410	3619	16
PMAA_035570	1215	2
PMAA_005910	166	1
PMAA_028410	998	6
PMAA_014670	661	3
PMAA_034510	624	1
PMAA_005720	1028	7
PMAA_058280	673	8
PMAA_041530	8609	22
PMAA_049240	1838	9
PMAA_092940	420	1
PMAA_058570	4017	12
PMAA_049710	553	3
PMAA_016810	891	5
PMAA_048040	659	1
PMAA_048590	2952	8
PMAA_035430	271	1
PMAA_002970	995	4
PMAA_069170	665	1
PMAA_010300	1345	2
PMAA_009110	580	4
PMAA_070270	1431	8
PMAA_062160	1062	7
PMAA_025410	2087	6
PMAA_100460	709	5
PMAA_075990	733	4
PMAA_061120	2852	12
PMAA_033010	572	3
PMAA_069710	142	1
PMAA_067570	1410	5
PMAA_036000	2747	8
PMAA_060830	1676	12
PMAA_093120	82	2
PMAA_059150	911	3
PMAA_087050	1505	5
PMAA_052860	501	2
PMAA_100600	708	3
PMAA_086670	2506	6
PMAA_024230	516	5
PMAA_026640	618	4
PMAA_055480	481	5
PMAA_018560	1396	5
PMAA_093020	1956	4
PMAA_081900	119	1
PMAA_023040	938	1
PMAA_047020	811	6
PMAA_032490	3279	13
PMAA_077840	1135	1
PMAA_019740	178	1
PMAA_077590	1213	2
PMAA_015410	2867	9
PMAA_012950	515	3
PMAA_025630	390	2
PMAA_045770	436	4
PMAA_051150	1224	4
PMAA_014470	437	3
PMAA_094690	374	1
PMAA_007610	3312	10
PMAA_084710	446	3
PMAA_063410	176	1
PMAA_068440	10000	36
PMAA_034890	449	2
PMAA_085950	2413	12
PMAA_052280	1188	8
PMAA_090110	214	1
PMAA_026850	602	1
PMAA_001940	723	4
PMAA_087560	192	3
PMAA_007470	878	2
PMAA_089780	894	3
PMAA_034760	966	8
PMAA_088140	359	2
PMAA_013790	701	4
PMAA_088410	1137	7
PMAA_065710	3208	6
PMAA_052130	268	1
PMAA_057360	417	2
PMAA_042170	352	3
PMAA_068110	1135	7
PMAA_099310	391	3
PMAA_024640	207	1
PMAA_097250	1577	2
PMAA_020940	1396	6
PMAA_020760	1151	2
PMAA_098400	227	3
PMAA_093940	382	3
PMAA_098950	836	6
PMAA_056900	732	2
PMAA_028780	406	4
PMAA_041110	1991	3
PMAA_038610	1220	9
PMAA_013570	1162	4
PMAA_076080	616	1
PMAA_090590	1928	3
PMAA_067240	1063	3
